seq_id	gene	len	gc	gc3	z_gc	z_gc3	codon_dist	kmer_js	n_flags
lcl|VWYP01009355.1_cds_NXR74313.1_3857	B4galt2	1119	0.590706	0.817694	0.829273	1.22752	6.87742	0.0810625	0
lcl|VWYP01020743.1_cds_NXR78983.1_9031	Wdr43	1758	0.435722	0.426621	-1.07286	-1.06642	6.2903	0.0810533	0
lcl|VWYP01004757.1_cds_NXR72717.1_2027	Calhm2	957	0.579937	0.768025	0.697104	0.936177	6.8381	0.0810377	0
lcl|VWYP01007373.1_cds_NXR73558.1_2990	Capn15	3273	0.65139	0.859762	1.57405	1.47429	6.84291	0.0810367	0
lcl|VWYP01005115.1_cds_NXR72832.1_2166	Ugt1a1_1	834	0.503597	0.629496	-0.239825	0.123596	5.61189	0.0810365	0
lcl|VWYP01003854.1_cds_NXR72323.1_1580	Adamts13_2	792	0.526515	0.613636	0.0414502	0.0305652	6.02212	0.0810328	0
lcl|VWYP01010309.1_cds_NXR74735.1_4315	Twf2	1029	0.591837	0.827988	0.843154	1.28791	6.72546	0.0810279	0
lcl|VWYP01016328.1_cds_NXR77080.1_6905	Cfap69	2469	0.391252	0.334143	-1.61865	-1.60888	7.81749	0.0810244	0
lcl|VWYP01031439.1_cds_NXR83167.1_13732	Naxd	939	0.445154	0.348243	-0.957102	-1.52617	7.55245	0.0810177	0
lcl|VWYP01013806.1_cds_NXR76101.1_5820	Prpf4	1545	0.624595	0.838835	1.2452	1.35153	6.91213	0.0810143	0
lcl|VWYP01010350.1_cds_NXR74785.1_4397	Arpc2	825	0.477576	0.578182	-0.559183	-0.1774	7.81471	0.081014	0
lcl|VWYP01001101.1_cds_NXR71252.1_383	Ptpn23	2037	0.618066	0.879234	1.16507	1.5885	7.35025	0.0809804	0
lcl|VWYP01032746.1_cds_PYCJOC_R07308_14297		1431	0.44095	0.381551	-1.0087	-1.33079	9.07765	0.0809644	0
lcl|VWYP01013773.1_cds_PYCJOC_R13956_5783		4287	0.617915	0.681596	1.16321	0.429204	11.042	0.0809293	0
lcl|VWYP01025487.1_cds_NXR80830.1_11108	Rnf207b	1749	0.609491	0.835334	1.05982	1.331	6.84559	0.0809211	0
lcl|VWYP01017003.1_cds_NXR77392.1_7257	Muc2_0	1017	0.468043	0.504425	-0.676183	-0.610043	7.32778	0.0809145	0
lcl|VWYP01025135.1_cds_NXR80624.1_10880	Pla2g7	1212	0.428218	0.415842	-1.16496	-1.12965	6.18354	0.0808987	0
lcl|VWYP01017706.1_cds_NXR77642.1_7545	Camkv	1071	0.581699	0.80112	0.718729	1.13031	7.74104	0.0808957	0
lcl|VWYP01034519.1_cds_NXR84409.1_15092	C1qtnf3	942	0.467091	0.423567	-0.687867	-1.08434	7.59463	0.0808565	0
lcl|VWYP01004529.1_cds_NXR72638.1_1936	Neurod6	1011	0.454006	0.474777	-0.84846	-0.783951	6.26955	0.0808498	0
lcl|VWYP01020545.1_cds_NXR78770.1_8796	Orc5	1296	0.435185	0.423611	-1.07945	-1.08408	7.18078	0.0808372	0
lcl|VWYP01034481.1_cds_NXR84365.1_15046	Xrcc5	2085	0.410072	0.398561	-1.38767	-1.23102	6.41066	0.0808339	0
lcl|VWYP01034042.1_cds_NXR84203.1_14867	Loxhd1_4	846	0.479905	0.553191	-0.530599	-0.323992	5.56288	0.0808287	0
lcl|VWYP01015567.1_cds_NXR76709.1_6495	B4galt1	792	0.477273	0.549242	-0.562902	-0.347156	6.16877	0.0808198	0
lcl|VWYP01007109.1_cds_NXR73447.1_2865	Rspo1	774	0.528424	0.616279	0.0648795	0.0460684	7.00778	0.080809	0
lcl|VWYP01004762.1_cds_NXR72729.1_2041	Pld5	1401	0.414704	0.428266	-1.33082	-1.05677	5.96581	0.0807853	0
lcl|VWYP01003913.1_cds_NXR72376.1_1639	Fads1_0	1131	0.496905	0.692308	-0.321956	0.492038	7.09086	0.0807814	0
lcl|VWYP01016067.1_cds_NXR76986.1_6807	Fsbp	894	0.4217	0.409396	-1.24496	-1.16746	7.16395	0.0807792	0
lcl|VWYP01011909.1_cds_PYCJOC_R14384_5011		1890	0.426455	0.360317	-1.1866	-1.45535	7.72975	0.0807767	0
lcl|VWYP01060581.1_cds_NXR84766.1_15521	Krt19_0	1191	0.575987	0.685139	0.648625	0.449986	6.41279	0.0807597	0
lcl|VWYP01020187.1_cds_NXR78676.1_8692	Kctd8	1302	0.605223	0.815668	1.00744	1.21564	7.06789	0.0807492	0
lcl|VWYP01023732.1_cds_NXR79968.1_10153	Trib1	771	0.526589	0.626459	0.0423584	0.105782	5.85547	0.0807471	0
lcl|VWYP01027206.1_cds_NXR81438.1_11803	Vsig1	960	0.475	0.475	-0.590799	-0.782643	6.56342	0.0807416	0
lcl|VWYP01005782.1_cds_NXR73063.1_2431	Axin2	1668	0.628297	0.803957	1.29063	1.14695	6.50858	0.0807229	0
lcl|VWYP01016872.1_cds_NXR77295.1_7134	Oser1_0	876	0.5	0.493151	-0.283971	-0.676173	7.29007	0.0807193	0
lcl|VWYP01008200.1_cds_NXR73844.1_3312	St3gal6	1068	0.437266	0.47191	-1.05391	-0.800769	5.86125	0.0807146	0
lcl|VWYP01019660.1_cds_NXR78520.1_8500	Fbn1_0	918	0.522876	0.470588	-0.00321166	-0.808523	9.56577	0.0807086	0
lcl|VWYP01009751.1_cds_NXR74450.1_4022	Slc10a4	1014	0.598619	0.778107	0.92639	0.995316	7.59745	0.0806899	0
lcl|VWYP01018255.1_cds_NXR77923.1_7848	Snx29	1122	0.435829	0.427807	-1.07155	-1.05947	6.2724	0.0806722	0
lcl|VWYP01012707.1_cds_NXR75599.1_5265	Exo1	1512	0.419312	0.361111	-1.27426	-1.45069	7.32313	0.0806671	0
lcl|VWYP01034975.1_cds_NXR84511.1_15209	Phf10	1320	0.422727	0.356818	-1.23235	-1.47587	7.37568	0.0806479	0
lcl|VWYP01034488.1_cds_NXR84370.1_15053	C3ar1	1107	0.467931	0.523035	-0.677557	-0.50088	6.60316	0.0806396	0
lcl|VWYP01031338.1_cds_NXR83058.1_13615	Rpsa	888	0.574324	0.64527	0.628215	0.216123	7.74735	0.080639	0
lcl|VWYP01021605.1_cds_NXR79304.1_9377	Dennd5a_0	852	0.454225	0.450704	-0.845772	-0.925158	6.55599	0.0806358	0
lcl|VWYP01013758.1_cds_NXR76022.1_5747	Chrnb2	1431	0.57652	0.756813	0.655167	0.87041	6.66732	0.080631	0
lcl|VWYP01004761.1_cds_NXR72725.1_2038	Ankrd1	930	0.480645	0.567742	-0.521517	-0.238639	6.23294	0.0806179	0
lcl|VWYP01028285.1_cds_NXR81908.1_12318	Rnft2	1344	0.613839	0.816964	1.11319	1.22324	6.41615	0.0806108	0
lcl|VWYP01024721.1_cds_NXR80499.1_10740	Mtr1c	900	0.513333	0.733333	-0.120334	0.732682	7.50755	0.0806058	0
lcl|VWYP01019848.1_cds_NXR78590.1_8600	Pecam1	2079	0.405964	0.365079	-1.43808	-1.42742	7.12858	0.0805965	0
lcl|VWYP01005957.1_cds_PYCJOC_R11090_2461		2937	0.40824	0.356486	-1.41015	-1.47782	7.64467	0.0805837	0
lcl|VWYP01028686.1_cds_NXR82033.1_12454	Pms1	2775	0.398198	0.351351	-1.5334	-1.50794	7.82825	0.0805805	0
lcl|VWYP01005650.1_cds_NXR73051.1_2411	Etaa1	2418	0.415219	0.336228	-1.3245	-1.59665	7.8664	0.0805471	0
lcl|VWYP01025180.1_cds_NXR80692.1_10956	Dcun1d3	912	0.469298	0.519737	-0.66078	-0.520226	5.89729	0.0805414	0
lcl|VWYP01034511.1_cds_NXR84396.1_15079	Filip1l	3540	0.415254	0.383051	-1.32407	-1.322	7.35459	0.0805216	0
lcl|VWYP01004519.1_cds_NXR72628.1_1930	St8sia6	1104	0.425725	0.451087	-1.19556	-0.922912	5.9808	0.0805191	0
lcl|VWYP01030537.1_cds_NXR82818.1_13344	Dock10_1	822	0.495134	0.620438	-0.343692	0.0704642	5.77134	0.0805113	0
lcl|VWYP01025805.1_cds_NXR80866.1_11149	Aadacl4_0	1191	0.424853	0.413098	-1.20626	-1.14575	7.00622	0.0805033	0
lcl|VWYP01033514.1_cds_NXR83958.1_14600	Htr1d	1125	0.454222	0.477333	-0.845809	-0.768958	7.1033	0.0805009	0
lcl|VWYP01012525.1_cds_PYCJOC_R12137_5229		1182	0.520305	0.527919	-0.0347658	-0.472232	6.19104	0.0804846	0
lcl|VWYP01022445.1_cds_NXR79529.1_9644	Hemk1	921	0.490771	0.501629	-0.39724	-0.626443	5.45071	0.0804816	0
lcl|VWYP01011738.1_cds_NXR75299.1_4938	Thsd7b	3306	0.639443	0.73412	1.42743	0.737298	7.25438	0.0804776	0
lcl|VWYP01033826.1_cds_NXR84133.1_14789	Oprk1	867	0.462514	0.605536	-0.744041	-0.0169476	7.02824	0.0804581	0
lcl|VWYP01028241.1_cds_NXR81848.1_12262	Znf639	1452	0.429063	0.504132	-1.15459	-0.611761	6.56073	0.0804577	0
lcl|VWYP01017932.1_cds_NXR77726.1_7643	Hrh3_2	1029	0.498542	0.606414	-0.301865	-0.0117975	6.12087	0.0804566	0
lcl|VWYP01009391.1_cds_NXR74369.1_3921	Anxa4	912	0.492325	0.592105	-0.378167	-0.095731	5.65176	0.0804426	0
lcl|VWYP01014113.1_cds_NXR76227.1_5959	Gfra4_0	942	0.490446	0.538217	-0.401228	-0.411826	6.58749	0.0804413	0
lcl|VWYP01016626.1_cds_NXR77208.1_7050	Ip6k3	1146	0.589005	0.832461	0.808396	1.31414	7.37552	0.0804389	0
lcl|VWYP01029516.1_cds_NXR82400.1_12873	Grm7_0	1668	0.610312	0.890288	1.0699	1.65335	7.86636	0.0804323	0
lcl|VWYP01016653.1_cds_NXR77229.1_7073	Smc6	3249	0.394891	0.349954	-1.57398	-1.51614	7.43985	0.0804318	0
lcl|VWYP01032620.1_cds_NXR83563.1_14172	Uevld	1395	0.443011	0.419355	-0.983403	-1.10904	6.92003	0.0804201	0
lcl|VWYP01033814.1_cds_NXR84110.1_14755	Prom2	2529	0.644128	0.844603	1.48493	1.38537	6.74651	0.0804147	0
lcl|VWYP01010793.1_cds_NXR74933.1_4533	Usp15	2463	0.399919	0.367844	-1.51228	-1.4112	6.94417	0.0803824	0
lcl|VWYP01033653.1_cds_NXR84058.1_14709	Igsf5	801	0.510612	0.569288	-0.153729	-0.22957	7.18311	0.0803634	0
lcl|VWYP01032136.1_cds_NXR83393.1_13996	B3gat1_1	1035	0.6	0.791304	0.943339	1.07273	6.85877	0.080363	0
lcl|VWYP01015260.1_cds_NXR76642.1_6424	Scrib_1	2619	0.632684	0.736541	1.34447	0.751499	6.11041	0.0803567	0
lcl|VWYP01017311.1_cds_PYCJOC_R15097_7343		942	0.549894	0.691083	0.328383	0.484852	5.84708	0.0803316	0
lcl|VWYP01015590.1_cds_NXR76768.1_6560	Dnajb11	945	0.549206	0.692063	0.319939	0.490601	5.74888	0.0803056	0
lcl|VWYP01031335.1_cds_NXR83046.1_13612	Lrrc23	747	0.526104	0.686747	0.0364059	0.459418	6.81213	0.0802847	0
lcl|VWYP01009374.1_cds_NXR74352.1_3909	Meis1_0	954	0.534591	0.606918	0.140568	-0.00884113	6.42139	0.0802826	0
lcl|VWYP01010234.1_cds_NXR74649.1_4223	Gucy1a1	2064	0.410853	0.373547	-1.37808	-1.37774	6.91629	0.080282	0
lcl|VWYP01005415.1_cds_NXR72929.1_2275	Hacd3	1005	0.442786	0.564179	-0.986165	-0.259539	6.08051	0.08028	0
lcl|VWYP01013431.1_cds_NXR75903.1_5603	Crybg2	2325	0.628817	0.834839	1.29701	1.32809	6.50062	0.0802777	0
lcl|VWYP01009355.1_cds_NXR74296.1_3879	Mutyh	1236	0.614887	0.699029	1.12605	0.531462	5.99636	0.0802571	0
lcl|VWYP01016658.1_cds_NXR77235.1_7077	Fbxl7	1347	0.592428	0.7951	0.850407	1.09499	7.04579	0.0802352	0
lcl|VWYP01027666.1_cds_NXR81683.1_12055	Lipk	1071	0.544351	0.714286	0.260353	0.620956	5.91181	0.0802294	0
lcl|VWYP01060581.1_cds_NXR84798.1_15527	Smarce1	1236	0.552589	0.662621	0.361459	0.3179	6.19962	0.0802179	0
lcl|VWYP01028364.1_cds_NXR81946.1_12364	Ankdd1b	1488	0.432124	0.413306	-1.11702	-1.14453	7.25582	0.0801756	0
lcl|VWYP01028810.1_cds_NXR82084.1_12518	Tigd4	1482	0.41498	0.384615	-1.32743	-1.31282	6.7064	0.0801728	0
lcl|VWYP01026916.1_cds_NXR81311.1_11646	Pdia2	1506	0.610226	0.798805	1.06884	1.11673	6.28563	0.0801626	0
lcl|VWYP01033786.1_cds_NXR84080.1_14731	Lrrc31	1410	0.45461	0.470213	-0.841047	-0.810723	7.85586	0.0801552	0
lcl|VWYP01006935.1_cds_NXR73356.1_2770	Kcna10	1548	0.580103	0.858527	0.699141	1.46704	8.10299	0.0801093	0
lcl|VWYP01014477.1_cds_NXR76369.1_6116	Scn2a_0	1710	0.411111	0.47193	-1.37492	-0.800651	7.18945	0.0800999	0
lcl|VWYP01017762.1_cds_NXR77705.1_7614	Prl_1	687	0.478894	0.532751	-0.543007	-0.443889	6.22878	0.0800909	0
lcl|VWYP01011015.1_cds_NXR75057.1_4670	C9	1599	0.405879	0.362101	-1.43913	-1.44488	7.30025	0.0800889	0
lcl|VWYP01025825.1_cds_NXR80901.1_11187	Elmod2	879	0.460751	0.583618	-0.765678	-0.145514	6.61272	0.080065	0
lcl|VWYP01025130.1_cds_NXR80601.1_10851	Dnah5_3	1446	0.425311	0.410788	-1.20064	-1.1593	6.97343	0.0800649	0
lcl|VWYP01005612.1_cds_NXR73027.1_2386	Apmap	1155	0.45974	0.438961	-0.778086	-0.99404	5.90191	0.080059	0
lcl|VWYP01016328.1_cds_NXR77077.1_6904	Steap2	1467	0.42604	0.433538	-1.19169	-1.02585	7.21589	0.0800562	0
lcl|VWYP01023129.1_cds_NXR79779.1_9938	Pask_0	1047	0.492837	0.484241	-0.371883	-0.728438	6.16417	0.0800499	0
lcl|VWYP01032111.1_cds_NXR83379.1_13971	Soga1	4728	0.634941	0.881345	1.37217	1.60089	7.40967	0.080046	0
lcl|VWYP01026339.1_cds_NXR81086.1_11395	Manea	1389	0.417567	0.410367	-1.29568	-1.16177	7.57795	0.0800414	0
lcl|VWYP01004764.1_cds_NXR72738.1_2054	Tmem184c	1335	0.444195	0.449438	-0.968872	-0.932584	7.04207	0.080036	0
lcl|VWYP01011700.1_cds_NXR75216.1_4854	Agfg1	1521	0.483892	0.362919	-0.481666	-1.44009	10.2263	0.0800344	0
lcl|VWYP01034488.1_cds_NXR84369.1_15054	Necap1	816	0.535539	0.536765	0.152203	-0.420343	6.18862	0.0800306	0
lcl|VWYP01022509.1_cds_NXR79579.1_9701	Grm4	2736	0.621345	0.906798	1.20531	1.75019	8.0751	0.080029	0
lcl|VWYP01020127.1_cds_NXR78646.1_8663	Dld	1524	0.451444	0.372047	-0.879904	-1.38654	8.10277	0.0800241	0
lcl|VWYP01004746.1_cds_NXR72692.1_1997	Degs2	966	0.482402	0.599379	-0.499953	-0.0530633	6.9826	0.0800185	0
lcl|VWYP01012936.1_cds_NXR75744.1_5416	Tef	861	0.481998	0.484321	-0.504912	-0.727968	6.37692	0.0800087	0
lcl|VWYP01012737.1_cds_NXR75644.1_5314	Gck	1212	0.574257	0.787129	0.627393	1.04824	7.04576	0.08	0
lcl|VWYP01020549.1_cds_NXR78791.1_8827	Stox2	1284	0.450935	0.432243	-0.886151	-1.03345	7.66895	0.0799858	0
lcl|VWYP01001924.1_cds_NXR71618.1_801	Ttll1	1278	0.418623	0.438967	-1.28272	-0.994005	6.73265	0.0799634	0
lcl|VWYP01001516.1_cds_NXR71374.1_522	Anxa5	957	0.472309	0.485893	-0.623826	-0.718747	6.60801	0.0799187	0
lcl|VWYP01017706.1_cds_NXR77653.1_7543	Mon1a	1647	0.619308	0.839709	1.18031	1.35666	6.19359	0.0799124	0
lcl|VWYP01015578.1_cds_NXR76745.1_6537	Tor1b	822	0.529197	0.70438	0.0743666	0.56285	6.29452	0.0799081	0
lcl|VWYP01029047.1_cds_NXR82128.1_12572	Dnaja2	1152	0.452257	0.385417	-0.869926	-1.30812	7.99991	0.079908	0
lcl|VWYP01018580.1_cds_NXR78081.1_8031	Gpr171	945	0.567196	0.774603	0.540732	0.974762	6.71032	0.0798993	0
lcl|VWYP01030917.1_cds_NXR82935.1_13478	Slc7a2_1	1953	0.43318	0.385561	-1.10406	-1.30727	8.04139	0.0798882	0
lcl|VWYP01011709.1_cds_NXR75232.1_4883	Thbs3	2595	0.604239	0.798844	0.995365	1.11695	7.7411	0.0798653	0
lcl|VWYP01010350.1_cds_NXR74791.1_4392	Slc11a1	1554	0.584299	0.793436	0.750639	1.08523	7.17228	0.0798501	0
lcl|VWYP01007409.1_cds_NXR73599.1_3035	Usp14	1467	0.423313	0.394683	-1.22516	-1.25377	6.37644	0.079767	0
lcl|VWYP01002971.1_cds_NXR71986.1_1211	Sfrp4	1020	0.571569	0.720588	0.594403	0.657922	6.11565	0.0797457	0
lcl|VWYP01018740.1_cds_PYCJOC_R12345_8099		1275	0.438335	0.419811	-1.04079	-1.10637	10.4282	0.0797304	0
lcl|VWYP01010793.1_cds_NXR74928.1_4542	Tbk1	2148	0.405028	0.385475	-1.44957	-1.30778	6.76111	0.0797268	0
lcl|VWYP01005987.1_cds_NXR73098.1_2475	Aqp1	813	0.542435	0.664207	0.236838	0.327204	6.04072	0.0797131	0
lcl|VWYP01011778.1_cds_PYCJOC_R12890_4961		3300	0.42697	0.430909	-1.18028	-1.04127	8.48461	0.0797051	0
lcl|VWYP01028269.1_cds_NXR81883.1_12299	Sfxn2	975	0.585641	0.750769	0.76711	0.834957	5.88679	0.0796912	0
lcl|VWYP01014844.1_cds_PYCJOC_R06892_6257		1494	0.415663	0.381526	-1.31905	-1.33094	9.54818	0.0796876	0
lcl|VWYP01010611.1_cds_NXR74856.1_4453	Kcnrg	828	0.486715	0.528986	-0.447019	-0.465973	6.68946	0.0796658	0
lcl|VWYP01034207.1_cds_NXR84256.1_14926	Adamts7	4032	0.643353	0.807292	1.47542	1.16651	6.54732	0.0796627	0
lcl|VWYP01017759.1_cds_NXR77697.1_7613	Slc16a14	1545	0.438835	0.423301	-1.03466	-1.0859	7.31095	0.0796388	0
lcl|VWYP01016380.1_cds_NXR77164.1_7002	Brinp2	2361	0.630241	0.857687	1.31449	1.46211	6.81942	0.0796218	0
lcl|VWYP01006837.1_cds_NXR73339.1_2749	Gpr35_0	930	0.491398	0.66129	-0.389544	0.310093	6.14252	0.0796039	0
lcl|VWYP01060582.1_cds_NXR84808.1_15540	Armc1	843	0.449585	0.409253	-0.90272	-1.1683	7.65512	0.0796003	0
lcl|VWYP01034192.1_cds_NXR84247.1_14917	Tmprss2	906	0.5	0.549669	-0.283971	-0.344651	6.66473	0.0795922	0
lcl|VWYP01025441.1_cds_NXR80773.1_11046	Lpgat1	873	0.453608	0.457045	-0.853345	-0.887963	6.83602	0.0795845	0
lcl|VWYP01026361.1_cds_NXR81116.1_11429	Ccdc134	687	0.521106	0.724891	-0.0249351	0.683163	6.40321	0.0795778	0
lcl|VWYP01018560.1_cds_NXR78046.1_7991	Otud3	960	0.55	0.671875	0.329684	0.372182	6.0974	0.0795583	0
lcl|VWYP01033566.1_cds_NXR84024.1_14676	Sde2	1116	0.532258	0.521505	0.111935	-0.509855	6.32646	0.0795312	0
lcl|VWYP01009943.1_cds_NXR74528.1_4096	Osbpl2	1407	0.434968	0.439232	-1.08212	-0.992451	5.97417	0.0795105	0
lcl|VWYP01018585.1_cds_NXR78105.1_8051	Duoxa2	921	0.574376	0.788274	0.628853	1.05495	7.12833	0.0795067	0
lcl|VWYP01016327.1_cds_NXR77065.1_6899	Atxn7l1	2301	0.446328	0.384615	-0.942693	-1.31282	10.0944	0.0795054	0
lcl|VWYP01003995.1_cds_NXR72405.1_1668	Tsr3	810	0.512346	0.488889	-0.132447	-0.701173	6.75604	0.0795015	0
lcl|VWYP01020566.1_cds_NXR78886.1_8926	Tpp2	2241	0.406515	0.321285	-1.43132	-1.6843	7.59553	0.0794942	0
lcl|VWYP01005613.1_cds_NXR73029.1_2390	Mos	1047	0.581662	0.713467	0.718275	0.616152	5.13547	0.0794883	0
lcl|VWYP01016113.1_cds_NXR77008.1_6825	Gpm6b	924	0.471861	0.529221	-0.629324	-0.464595	6.07347	0.079476	0
lcl|VWYP01028686.1_cds_NXR82024.1_12467	Cavin2	1170	0.578272	0.712082	0.676669	0.608028	6.01913	0.0794648	0
lcl|VWYP01028686.1_cds_NXR82031.1_12450	Asnsd1	1908	0.422432	0.342767	-1.23597	-1.55829	7.674	0.0794563	0
lcl|VWYP01024990.1_cds_NXR80592.1_10841	Ervk11_1	918	0.46783	0.485246	-0.678797	-0.722542	6.40377	0.0794524	0
lcl|VWYP01020185.1_cds_NXR78672.1_8691	Gmnc	843	0.521945	0.540925	-0.0146379	-0.395942	5.47796	0.0794398	0
lcl|VWYP01016912.1_cds_NXR77341.1_7191	Ogfod2	882	0.581633	0.765306	0.717919	0.920228	6.29293	0.0794152	0
lcl|VWYP01031122.1_cds_NXR83032.1_13585	Zbtb17	2403	0.625884	0.818976	1.26102	1.23504	6.7449	0.0794	0
lcl|VWYP01028644.1_cds_PYCJOC_R01059_12389		1488	0.438172	0.328629	-1.04279	-1.64122	10.081	0.079396	0
lcl|VWYP01031763.1_cds_NXR83263.1_13838	Zbtb14	1341	0.422073	0.389262	-1.24038	-1.28556	6.85381	0.0793829	0
lcl|VWYP01027385.1_cds_NXR81594.1_11970	Rrp9	1332	0.608859	0.754505	1.05207	0.856872	6.06855	0.0793806	0
lcl|VWYP01012350.1_cds_NXR75493.1_5152	Ahi1	3015	0.395025	0.325373	-1.57234	-1.66032	7.43555	0.0793789	0
lcl|VWYP01014853.1_cds_NXR76507.1_6280	Ctsc	708	0.467514	0.483051	-0.682675	-0.735418	7.58498	0.0793775	0
lcl|VWYP01014493.1_cds_NXR76405.1_6154	Znf76	1668	0.580336	0.669065	0.702001	0.3557	6.3506	0.0793631	0
lcl|VWYP01023129.1_cds_NXR79787.1_9941	Sept2	981	0.445464	0.455657	-0.953297	-0.896105	6.33321	0.0793626	0
lcl|VWYP01029577.1_cds_NXR82415.1_12904	Pgam5	678	0.510324	0.522124	-0.157264	-0.506224	7.19312	0.0793223	0
lcl|VWYP01004812.1_cds_NXR72757.1_2074	Metrnl_0	777	0.505792	0.567568	-0.212885	-0.23966	5.54237	0.0793151	0
lcl|VWYP01009345.1_cds_NXR74277.1_3811	Galm	1032	0.587209	0.747093	0.786354	0.813395	6.33303	0.0792959	0
lcl|VWYP01018551.1_cds_NXR78031.1_7972	Fam110c	1095	0.592694	0.745205	0.853672	0.80232	5.85305	0.0792909	0
lcl|VWYP01014493.1_cds_NXR76414.1_6155	Def6	1728	0.577546	0.805556	0.667759	1.15633	6.99225	0.0792889	0
lcl|VWYP01017932.1_cds_NXR77728.1_7639	Ttc39c	1587	0.415879	0.400756	-1.3164	-1.21814	6.4592	0.0792773	0
lcl|VWYP01014150.1_cds_NXR76263.1_6008	Dcbld1_1	1098	0.599271	0.704918	0.934392	0.566005	6.0551	0.0792718	0
lcl|VWYP01005119.1_cds_NXR72840.1_2174	Angptl2	1476	0.418022	0.406504	-1.2901	-1.18443	7.27362	0.0792497	0
lcl|VWYP01025487.1_cds_NXR80816.1_11101	Dffb	999	0.560561	0.696697	0.4593	0.517783	5.67865	0.0792034	0
lcl|VWYP01014113.1_cds_NXR76222.1_5962	Reep2	795	0.484277	0.513208	-0.476941	-0.558524	6.62501	0.0792016	0
lcl|VWYP01020121.1_cds_NXR78626.1_8637	Pex16	792	0.569444	0.693182	0.568322	0.497165	7.73108	0.0791621	0
lcl|VWYP01007365.1_cds_NXR73548.1_2977	Fam49b	918	0.429194	0.415033	-1.15298	-1.1344	7.01339	0.0791525	0
lcl|VWYP01030955.1_cds_NXR82983.1_13526	Crtap	885	0.470056	0.538983	-0.651477	-0.407333	6.66175	0.0791492	0
lcl|VWYP01022847.1_cds_NXR79653.1_9788	Ccdc149	1287	0.438228	0.391608	-1.04211	-1.2718	8.1838	0.079142	0
lcl|VWYP01008561.1_cds_NXR74023.1_3514	Mkx	867	0.474048	0.50519	-0.602483	-0.605555	6.62308	0.0791411	0
lcl|VWYP01009374.1_cds_NXR74359.1_3903	Sertad2_0	948	0.57384	0.664557	0.622275	0.329257	6.66532	0.0791146	0
lcl|VWYP01029207.1_cds_NXR82264.1_12716	Slc26a2_1	843	0.565836	0.779359	0.524041	1.00266	6.73414	0.0791112	0
lcl|VWYP01009355.1_cds_NXR74318.1_3862	Eri3	798	0.489975	0.578947	-0.407009	-0.172913	5.3936	0.0791093	0
lcl|VWYP01031816.1_cds_NXR83299.1_13879	Klhl2	1761	0.439523	0.393526	-1.02621	-1.26055	8.70878	0.0791024	0
lcl|VWYP01016326.1_cds_NXR77061.1_6891	Rell1	876	0.461187	0.40411	-0.760327	-1.19847	7.0987	0.079078	0
lcl|VWYP01014837.1_cds_NXR76480.1_6233	Hmg20a	1044	0.543103	0.652299	0.245036	0.257354	5.45098	0.079059	0
lcl|VWYP01030169.1_cds_NXR82635.1_13138	Thap5	1212	0.447195	0.418317	-0.932052	-1.11513	7.07606	0.0790579	0
lcl|VWYP01032429.1_cds_NXR83495.1_14097	Dera	924	0.489177	0.480519	-0.416803	-0.75027	6.70474	0.0790518	0
lcl|VWYP01015839.1_cds_NXR76857.1_6664	Cdk15	1044	0.499042	0.505747	-0.295729	-0.602288	5.96347	0.079017	0
lcl|VWYP01023757.1_cds_NXR80017.1_10211	Slc2a1	1467	0.578732	0.787321	0.682315	1.04936	7.45493	0.0790114	0
lcl|VWYP01019003.1_cds_NXR78221.1_8181	Nsfl1c	1110	0.583784	0.67027	0.744319	0.362768	5.27932	0.0790002	0
lcl|VWYP01003281.1_cds_NXR72075.1_1304	Ppp6r2	2826	0.624912	0.842887	1.24909	1.3753	7.61985	0.0789534	0
lcl|VWYP01027640.1_cds_NXR81653.1_12034	Znf512b_0	1116	0.532258	0.596774	0.111935	-0.0683436	5.66901	0.0789493	0
lcl|VWYP01032778.1_cds_NXR83722.1_14345	Rsad2	888	0.454955	0.52027	-0.836813	-0.517099	6.08529	0.07893	0
lcl|VWYP01029039.1_cds_NXR82113.1_12554	March6	1815	0.443526	0.419835	-0.977082	-1.10623	8.25671	0.0789276	0
lcl|VWYP01024174.1_cds_NXR80220.1_10432	Eipr1	1161	0.434109	0.400517	-1.09266	-1.21954	7.02642	0.0789258	0
lcl|VWYP01028257.1_cds_NXR81860.1_12274	Lrrc30	894	0.561521	0.802013	0.471082	1.13554	7.58226	0.0789251	0
lcl|VWYP01019122.1_cds_NXR78343.1_8313	Cyb5r3	882	0.493197	0.561224	-0.367465	-0.276872	5.60467	0.0789204	0
lcl|VWYP01021590.1_cds_NXR79265.1_9342	Irs2	2817	0.641463	0.775293	1.45222	0.97881	7.5996	0.0789177	0
lcl|VWYP01029939.1_cds_NXR82570.1_13069	Hhatl	1512	0.577381	0.839286	0.665734	1.35418	7.60756	0.0789157	0
lcl|VWYP01012744.1_cds_NXR75654.1_5322	Akr1b10_3	891	0.508989	0.614865	-0.173648	0.0377742	5.62694	0.0788917	0
lcl|VWYP01023826.1_cds_PYCJOC_R07483_10253		1827	0.42474	0.349754	-1.20764	-1.51731	7.54484	0.0788833	0
lcl|VWYP01015295.1_cds_NXR76686.1_6472	Tram2	1011	0.559842	0.816024	0.450476	1.21773	7.55082	0.078882	0
lcl|VWYP01033215.1_cds_NXR83900.1_14536	Senp1	990	0.553535	0.781818	0.373069	1.01708	6.35096	0.0788809	0
